epoch,learning_rate,train_loss,train_data_loss,train_regularization_loss,train_accuracy,test_loss,test_data_loss,test_regularization_loss,test_accuracy,test_f1_score,mean_gradient_norm,mean_mistake_signal,velocity_norm,clipped_batches,parameter_l2_norm,is_best
36,0.07868852459016394,0.12332560955796548,0.11104796801997795,0.012277641537987534,0.9666666666666667,0.11728725230099026,0.10500961076300272,0.012277641537987534,0.97,0.9706840390879479,5.10169536010004,0.0704890897791749,0.014812632131597376,29,11.811181172571057,False
37,0.07792207792207792,0.1191050732360502,0.10666699449246858,0.012438078743581622,0.9733333333333334,0.11121998725277689,0.09878190850919527,0.012438078743581622,0.9733333333333334,0.9738562091503268,5.791246071123061,0.07045933217366226,0.008544513130987261,34,11.88475039528164,True
38,0.07717041800643087,0.1168533357802924,0.1042412633713264,0.012612072408965998,0.9744444444444444,0.10943613446933759,0.09682406206037159,0.012612072408965998,0.9733333333333334,0.9738562091503268,5.596703124029292,0.06954809605077295,0.013381206355212819,33,11.961204507427306,True
39,0.07643312101910829,0.11971854081929112,0.10687804119538764,0.012840499623903476,0.9611111111111111,0.10945515481363666,0.09661465518973318,0.012840499623903476,0.97,0.9700996677740864,4.846236950621642,0.06727180639033997,0.018461880102073648,31,12.050553130015498,False
40,0.07570977917981073,0.11525376011852095,0.10228014252762103,0.012973617590899917,0.9733333333333334,0.10809885366303469,0.09512523607213477,0.012973617590899917,0.9733333333333334,0.9738562091503268,5.623087362515001,0.06802714483676944,0.026379254257805723,33,12.126302979825333,True
41,0.075,0.123655547052832,0.11055953272670746,0.01309601432612453,0.9677777777777777,0.11649243388249898,0.10339641955637445,0.01309601432612453,0.9633333333333334,0.9644012944983819,5.074871130789064,0.06696249842355727,0.021335698114450533,33,12.197587787975198,False
42,0.07430340557275542,0.11597866607749893,0.10269047855753964,0.013288187519959289,0.9666666666666667,0.10643955222354262,0.09315136470358333,0.013288187519959289,0.98,0.9801324503311258,6.5997337279462895,0.06891161491763556,0.014657031039474478,34,12.261428831701581,True
43,0.0736196319018405,0.11287626185343401,0.0994415228215737,0.013434739031860307,0.9733333333333334,0.10597388767823743,0.09253914864637712,0.013434739031860307,0.97,0.9706840390879479,4.977417535993351,0.06548164462700709,0.014186514040402814,31,12.33714318936931,False
44,0.0729483282674772,0.1154449524003658,0.10188822011514267,0.013556732285223121,0.9722222222222222,0.10668566671570438,0.09312893443048126,0.013556732285223121,0.9733333333333334,0.9738562091503268,5.873368409761906,0.0651914424815159,0.02398439315204908,34,12.398449793321948,False
45,0.07228915662650602,0.11209857152124555,0.09837430670584335,0.013724264815402197,0.9744444444444444,0.10485718384138937,0.09113291902598718,0.013724264815402197,0.97,0.9704918032786887,5.845970249217144,0.06474850435170786,0.018340797163621577,33,12.46399630232485,True
46,0.07164179104477612,0.11140466385519826,0.09752917204181301,0.013875491813385259,0.9711111111111111,0.1026275472222711,0.08875205540888585,0.013875491813385259,0.98,0.9802631578947368,5.426769421579351,0.06395674089315934,0.008635984297122336,36,12.526435140095964,True
47,0.07100591715976332,0.11241045023949615,0.09839435718921992,0.01401609305027624,0.9677777777777777,0.10305202842230844,0.08903593537203221,0.01401609305027624,0.9833333333333333,0.983388704318937,6.224207188532833,0.06350000270238201,0.020190212231203833,34,12.58917926491839,False
48,0.07038123167155425,0.11344975049922602,0.09929848839652929,0.014151262102696734,0.9644444444444444,0.10431531351670463,0.09016405141400789,0.014151262102696734,0.9833333333333333,0.983388704318937,5.302191478131804,0.061518508768772746,0.013349019176478146,33,12.650576807957478,False
49,0.06976744186046512,0.10981124168704127,0.09554646825674357,0.014264773430297709,0.9733333333333334,0.10400651977859939,0.08974174634830168,0.014264773430297709,0.9733333333333334,0.9738562091503268,5.384880632254761,0.06160973330077064,0.02524073483154119,31,12.712841688049208,False
50,0.069164265129683,0.10850521118326659,0.09411243510348923,0.014392776079777354,0.9766666666666667,0.10315383442427403,0.08876105834449668,0.014392776079777354,0.9733333333333334,0.9738562091503268,5.740240010179383,0.06222847959426493,0.012192509137010938,32,12.771739978735283,False
51,0.06857142857142857,0.10831208981291307,0.09375085577794061,0.014561234034972455,0.9755555555555555,0.101398852059284,0.08683761802431154,0.014561234034972455,0.9766666666666667,0.9768976897689768,5.221610582966982,0.060685452304515476,0.02004630278318225,34,12.835041448987576,True
52,0.06798866855524079,0.1072404933008504,0.09259284833033529,0.014647644970515118,0.9777777777777777,0.10090666387487227,0.08625901890435715,0.014647644970515118,0.9766666666666667,0.9770491803278689,6.133017003906475,0.06291986707700295,0.005479691968649818,35,12.884039525171673,False
53,0.06741573033707865,0.10628266494160578,0.09148845022096593,0.014794214720639855,0.9777777777777777,0.0994976079952798,0.08470339327463995,0.014794214720639855,0.98,0.9802631578947368,5.569766796412142,0.06023168747598385,0.019216975195709283,33,12.941993876310601,True
54,0.06685236768802229,0.10663585964326464,0.09174749440449118,0.014888365238773455,0.9766666666666667,0.09991254596570458,0.08502418072693112,0.014888365238773455,0.9766666666666667,0.9770491803278689,5.791391197183428,0.0600254419660262,0.01849140450595233,36,12.990723345855267,False
55,0.06629834254143646,0.10554859220814382,0.09054531796357596,0.015003274244567858,0.9766666666666667,0.09914193719991062,0.08413866295534275,0.015003274244567858,0.9733333333333334,0.9738562091503268,6.1316070870827994,0.06034448552498242,0.018735701211848477,34,13.038202047230678,False
56,0.06575342465753424,0.10611482179366855,0.09100709185658377,0.015107729937084768,0.9833333333333333,0.10050466855008014,0.08539693861299537,0.015107729937084768,0.9733333333333334,0.9738562091503268,6.408578233659707,0.05997795861177584,0.013598322154777914,34,13.090388074069512,False
57,0.06521739130434782,0.10489012405413346,0.08965028672107905,0.015239837333054411,0.9788888888888889,0.09941085886736667,0.08417102153431226,0.015239837333054411,0.9733333333333334,0.9738562091503268,5.849817975668727,0.05940232962824313,0.024440205155900948,35,13.140664887019094,False
58,0.0646900269541779,0.10513912752142178,0.08979681058946304,0.015342316931958736,0.9744444444444444,0.09912835245306945,0.0837860355211107,0.015342316931958736,0.9733333333333334,0.9738562091503268,5.774177548545996,0.05846501842489096,0.01001596342512951,36,13.185225099713842,False
59,0.0641711229946524,0.10849593878664116,0.09306595988168335,0.015429978904957802,0.9722222222222222,0.10359468728487414,0.08816470837991634,0.015429978904957802,0.97,0.9706840390879479,5.811591499664524,0.05773603535733278,0.02223507322567338,34,13.23361778293468,False
60,0.0636604774535809,0.103340504865314,0.08779035156353142,0.015550153301782582,0.9777777777777777,0.09838129644020756,0.08283114313842498,0.015550153301782582,0.9733333333333334,0.9738562091503268,6.328814620378441,0.058969347410136305,0.019675739807331644,34,13.276905436655142,True
61,0.06315789473684211,0.10231226937149945,0.08664359566428363,0.01566867370721582,0.9833333333333333,0.09677701065771398,0.08110833695049816,0.01566867370721582,0.9733333333333334,0.9738562091503268,5.646553759401893,0.05818472921052072,0.016930919449900026,32,13.32664715087149,True
62,0.06266318537859007,0.10287485870740101,0.08707566630419561,0.015799192403205403,0.9788888888888889,0.09693577559581065,0.08113658319260525,0.015799192403205403,0.9766666666666667,0.9770491803278689,5.372628578478135,0.056979040029550204,0.022785963527756727,31,13.376034120213362,False
63,0.06217616580310881,0.10112819333210918,0.085219447864921,0.015908745467188186,0.9788888888888889,0.09383005801111544,0.07792131254392724,0.015908745467188186,0.98,0.9802631578947368,5.8281729349773315,0.05696682025069929,0.018839963298243802,34,13.419061813388625,True
64,0.06169665809768638,0.10233691584870891,0.08630784364728923,0.01602907220141968,0.9733333333333334,0.09300428727524475,0.07697521507382507,0.01602907220141968,0.9833333333333333,0.9834983498349835,5.086745999693151,0.055920701479456776,0.01247465885746144,30,13.467343871158713,True
65,0.061224489795918366,0.10071884294516427,0.08462905237514973,0.01608979057001454,0.9811111111111112,0.09530669834584306,0.07921690777582852,0.01608979057001454,0.9766666666666667,0.9770491803278689,5.987635225863935,0.05649764787902495,0.008597014128731675,35,13.507120856633419,False
66,0.060759493670886074,0.10171810753637954,0.0855317749028055,0.01618633263357404,0.9777777777777777,0.09670816007455761,0.08052182744098357,0.01618633263357404,0.9733333333333334,0.9738562091503268,5.622070748575517,0.05561726930706042,0.014675438496884703,32,13.548267940489861,False
67,0.06030150753768844,0.10128178114388216,0.08494611439370629,0.01633566675017586,0.9733333333333334,0.09214011378300885,0.07580444703283298,0.01633566675017586,0.9866666666666667,0.9867549668874172,5.830533960470615,0.05552466967015814,0.017051551311219045,30,13.592837559881184,True
68,0.059850374064837904,0.09901056869042292,0.08259480005615763,0.016415768634265294,0.98,0.09086434254721654,0.07444857391295125,0.016415768634265294,0.9833333333333333,0.9834983498349835,5.9457525435208165,0.055771013536071674,0.01393931401554536,34,13.631857037798806,True
69,0.0594059405940594,0.1007919409024786,0.0842879140230785,0.016504026879400103,0.9766666666666667,0.09562744999893852,0.07912342311953842,0.016504026879400103,0.97,0.9706840390879479,5.264213430478226,0.05387227216207571,0.0070396407858380645,32,13.679200710115799,False
70,0.05896805896805896,0.09877945109440366,0.08215121961318574,0.01662823148121792,0.9788888888888889,0.09057873206181628,0.07395050058059836,0.01662823148121792,0.9833333333333333,0.9834983498349835,6.009607451521494,0.054262016947828444,0.008840423730134762,38,13.72025011473179,False
71,0.05853658536585366,0.09764938813028706,0.08092370010187994,0.01672568802840712,0.9833333333333333,0.09004570754887511,0.07332001952046799,0.01672568802840712,0.98,0.9802631578947368,6.4378217034480585,0.055650607396485606,0.019513656117562866,35,13.757876071798472,True
72,0.05811138014527845,0.09831467598137636,0.08149594005732277,0.016818735924053592,0.9811111111111112,0.0922010456190259,0.0753823096949723,0.016818735924053592,0.9766666666666667,0.9770491803278689,5.108919944190091,0.053129144713191134,0.011597882480361381,33,13.798825320613965,False
73,0.05769230769230769,0.09738229695831888,0.08044366333955018,0.016938633618768704,0.9822222222222222,0.09019591174053293,0.07325727812176423,0.016938633618768704,0.98,0.9802631578947368,5.104423251317591,0.053444025315790546,0.010864062417919705,31,13.841557337024588,False
74,0.057279236276849645,0.09652809723949496,0.07949918867847061,0.017028908561024347,0.9822222222222222,0.08894578352120734,0.071916874960183,0.017028908561024347,0.98,0.9802631578947368,5.758814951956384,0.05335035693285237,0.010289754566704676,35,13.879989167663654,True
75,0.05687203791469195,0.09798154519533231,0.08088224575820045,0.01709929943713185,0.9855555555555555,0.09220336539380292,0.07510406595667106,0.01709929943713185,0.9766666666666667,0.9771986970684039,5.453619635595963,0.053415838523976064,0.013345949987484352,30,13.921079923559695,False
76,0.05647058823529411,0.09790225123703918,0.08071184836085486,0.01719040287618431,0.9844444444444445,0.09213208958194892,0.0749416867057646,0.01719040287618431,0.9766666666666667,0.9771986970684039,5.98190309768454,0.053731794914964826,0.020260441612974064,35,13.95838314596542,False
77,0.05607476635514019,0.0957803517496284,0.07845911809786933,0.01732123365175907,0.9777777777777777,0.08821097412895217,0.0708897404771931,0.01732123365175907,0.98,0.9802631578947368,6.2257091889215745,0.05274349395933149,0.011502366761434854,33,13.995954574656048,True
78,0.0556844547563805,0.09523408159381813,0.07782934836424261,0.017404733229575524,0.9833333333333333,0.08821509400041191,0.0708103607708364,0.017404733229575524,0.98,0.9802631578947368,6.0256691425671685,0.051941276136377536,0.015593974441396244,35,14.03342474398077,False
79,0.05529953917050691,0.09615821337351342,0.07867386882692001,0.017484344546593412,0.9822222222222222,0.09127259751363904,0.07378825296704564,0.017484344546593412,0.9766666666666667,0.9770491803278689,5.785496508970499,0.05195097690567091,0.014603873426780916,34,14.069584128576034,False
80,0.05491990846681922,0.09774721956917107,0.08012952737078409,0.01761769219838697,0.9722222222222222,0.08855601135745325,0.07093831915906627,0.01761769219838697,0.9766666666666667,0.9767441860465117,5.977070019835937,0.051093568942974926,0.016329099798105838,32,14.103503967519156,False
81,0.054545454545454536,0.0945716348918991,0.07688910951464693,0.017682525377252165,0.9822222222222222,0.08787885862274881,0.07019633324549665,0.017682525377252165,0.98,0.9802631578947368,6.093102829354969,0.051495523133714215,0.014782382512073802,31,14.138716299252932,False
82,0.05417607223476298,0.09457834570006461,0.0768031117343735,0.01777523396569111,0.9822222222222222,0.08862489940230146,0.07084966543661035,0.01777523396569111,0.98,0.9802631578947368,5.390502203844592,0.05012283965044842,0.013095096606144095,34,14.174282609771819,False
83,0.05381165919282511,0.0938402127799893,0.07598398579642769,0.017856226983561603,0.9855555555555555,0.08797560559413253,0.07011937861057094,0.017856226983561603,0.98,0.9802631578947368,5.947172156718144,0.05033202999330143,0.01568903103808505,34,14.208456216023706,False
84,0.05345211581291759,0.0937557474766378,0.07578244549566054,0.01797330198097725,0.98,0.08566918284193656,0.0676958808609593,0.01797330198097725,0.98,0.9802631578947368,5.196831783354089,0.050490075092417035,0.005532386579759865,32,14.243388795419236,True
85,0.05309734513274337,0.09505602842867317,0.07701454808590928,0.01804148034276389,0.98,0.08946184696669963,0.07142036662393575,0.01804148034276389,0.98,0.9802631578947368,5.085623965730967,0.04887091772042807,0.007950459021359354,30,14.280983689777322,False
86,0.05274725274725275,0.09302272830159787,0.07487797886361457,0.018144749437983308,0.9833333333333333,0.08571060890799954,0.06756585947001624,0.018144749437983308,0.9833333333333333,0.9834983498349835,6.158861867782952,0.04986988810781414,0.008562633824639152,35,14.313782760408662,False
87,0.05240174672489083,0.09339099838472414,0.07517747308086295,0.018213525303861194,0.9833333333333333,0.08808733331115948,0.06987380800729828,0.018213525303861194,0.98,0.9802631578947368,5.910112302654991,0.04981935611313211,0.01523926461779926,34,14.346570767606705,False
88,0.05206073752711497,0.09382986609946353,0.0755282312214579,0.018301634878005634,0.9844444444444445,0.0873046694693713,0.06900303459136566,0.018301634878005634,0.98,0.9803921568627451,5.607089855226814,0.04959343597945558,0.00844318988265283,33,14.379946661999542,False
89,0.05172413793103448,0.0921456329311687,0.07373337421465109,0.018412258716517606,0.9833333333333333,0.08543273006755338,0.06702047135103577,0.018412258716517606,0.98,0.9802631578947368,5.7935754620351885,0.049850087490201,0.010080374798961683,33,14.41522783506367,False
90,0.05139186295503212,0.09206481546442201,0.0735911188306535,0.01847369663376851,0.9855555555555555,0.08606291580414895,0.06758921917038044,0.01847369663376851,0.98,0.9802631578947368,5.845988338542727,0.050096457131183283,0.011239412463781163,32,14.44353237548989,False
91,0.05106382978723405,0.09196752446287595,0.0734059330035237,0.01856159145935226,0.9833333333333333,0.08595957135458643,0.06739797989523416,0.01856159145935226,0.98,0.9802631578947368,6.123523108753657,0.04939834799133539,0.003868740982092519,31,14.47685069128002,False
92,0.050739957716701894,0.09353387802939488,0.07486573888845036,0.018668139140944524,0.9777777777777777,0.08425878547450132,0.0655906463335568,0.018668139140944524,0.9866666666666667,0.9867549668874172,5.763912325630469,0.048575623048494616,0.01964432992344379,34,14.507106569587291,True
93,0.05042016806722689,0.09172222926927898,0.0729927110313461,0.018729518237932875,0.9844444444444445,0.08410087679146969,0.06537135855353682,0.018729518237932875,0.9866666666666667,0.9867549668874172,5.9769218719918715,0.04920171115556569,0.011017691322790728,34,14.534652783660452,False
94,0.050104384133611686,0.09188633209085081,0.07309025153367457,0.01879608055717625,0.9844444444444445,0.08532741100187963,0.06653133044470337,0.01879608055717625,0.9866666666666667,0.9867549668874172,5.496938316536694,0.04836945028703656,0.012983687933376632,34,14.565046774033279,False
95,0.04979253112033195,0.09258629425468508,0.0737212147811368,0.018865079473548277,0.98,0.08732693922399577,0.0684618597504475,0.018865079473548277,0.9766666666666667,0.9770491803278689,6.010240760449744,0.04831683486868014,0.007927908305468858,33,14.594469198609882,False
96,0.04948453608247423,0.09567575635808427,0.07667562097484709,0.01900013538323718,0.9733333333333334,0.08493802094244561,0.06593788555920843,0.01900013538323718,0.9833333333333333,0.9832775919732442,5.541578447355142,0.04718082936155156,0.013603889522289714,28,14.625890213504698,False
97,0.04918032786885246,0.09156469566436908,0.0724976324081731,0.01906706325619598,0.98,0.08308212542811759,0.06401506217192161,0.01906706325619598,0.9866666666666667,0.9867549668874172,5.999438222407228,0.04788332513706164,0.013004913413717413,34,14.65426251882503,True
98,0.048879837067209775,0.09070168562689372,0.07158131754008376,0.019120368086809964,0.9866666666666667,0.08407560047769189,0.06495523239088193,0.019120368086809964,0.98,0.9802631578947368,5.38503079329643,0.04810184545675777,0.010887958841175884,28,14.682174690990292,False
99,0.048582995951417005,0.09101040421597817,0.07180621465981948,0.01920418955615868,0.9833333333333333,0.08313307403619265,0.06392888448003396,0.01920418955615868,0.9866666666666667,0.9867549668874172,5.774881850003389,0.04765558555780812,0.01605638471461424,34,14.711252551598465,False
100,0.048289738430583505,0.09006962150301814,0.07079037313107317,0.01927924837194497,0.9822222222222222,0.08220479161827512,0.06292554324633015,0.01927924837194497,0.9866666666666667,0.9867549668874172,5.60027979503297,0.04794207700209727,0.004678381142184317,36,14.738215997776845,True
101,0.048,0.09177544466841936,0.07240931213837551,0.01936613253004385,0.98,0.08262720459170528,0.06326107206166143,0.01936613253004385,0.9866666666666667,0.9867549668874172,5.326652431357401,0.0463972374782533,0.007697634468026794,32,14.766253306028371,False
102,0.047713717693836984,0.0948047891996092,0.07535143577247592,0.01945335342713328,0.9744444444444444,0.08383232982064001,0.06437897639350673,0.01945335342713328,0.99,0.9900332225913622,6.277712495990208,0.04695019114683281,0.004678787217588292,35,14.791404568575638,False
103,0.04743083003952569,0.08973619649598485,0.07025401055865356,0.01948218593733129,0.9855555555555555,0.08390284747622324,0.06442066153889195,0.01948218593733129,0.98,0.9802631578947368,5.455958376924019,0.04713515380556276,0.010773539180409313,31,14.820209534988834,False
104,0.047151277013752456,0.08917165803777369,0.0695927543439943,0.019578903693779386,0.9855555555555555,0.0823294895325808,0.06275058583880141,0.019578903693779386,0.98,0.9802631578947368,5.556837378760755,0.046341478126537626,0.0119733474700443,31,14.850059878141792,False
105,0.046875,0.09112710579792366,0.07145029791348022,0.019676807884443443,0.9811111111111112,0.08218368164672148,0.06250687376227804,0.019676807884443443,0.99,0.9900332225913622,5.0464162870815334,0.04658258953778885,0.007263606415831109,32,14.880567893546894,False
106,0.04660194174757281,0.08972529746284968,0.07001941985988376,0.01970587760296593,0.9833333333333333,0.08435448530629891,0.06464860770333299,0.01970587760296593,0.98,0.9802631578947368,5.830211824345209,0.04651351178593396,0.016109479141426002,31,14.905098788436588,False
107,0.04633204633204633,0.08904959019090677,0.06927497473865292,0.01977461545225385,0.9855555555555555,0.0836348324016127,0.06386021694935884,0.01977461545225385,0.98,0.9802631578947368,5.954098215048485,0.046585826490267185,0.01133268107065113,31,14.930975489349935,False
